Time, SeededCount, UnseededCount, 0_.1, .1_.2, .3_.4, .5_.6, .7_.8, .9_1.0, 1.1_1.2, 1.3_1.4, 1.4_1.5, 1.5+
0, 392, 108, 0.0867347, 0.165816, 0.122449, 0.0892857, 0.0969388, 0.0841837, 0.0637755, 0.0586735, 0.0510204, 0.0484694, 0.0331633, 0.0306122, 0.0331633, 0.0280612, 0.00765306, 0, 
